   Time(s)         P1         P2         P3         P4         P5        JSD
    0.5607     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.5610     0.0000     0.6931     0.0000     0.2948     0.0047     0.0088 
    0.5613     0.0000     0.0000     0.0000     0.3403     0.0055     0.0082 
    0.5617     0.0000     0.6931     0.0000     0.3403     0.0049     0.0090 
    0.5620     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5623     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5626     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5630     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5633     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5636     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5639     0.0000     0.6931     0.0000     0.2294     0.0050     0.0078 
    0.5643     0.0000     0.6931     0.0000     0.3466     0.0050     0.0091 
    0.5646     0.0000     0.6931     0.0000     0.2744     0.0049     0.0090 
    0.5649     0.0000     0.6931     0.0000     0.3183     0.0047     0.0088 
    0.5652     0.0000     0.2158     0.0000     0.2158     0.0050     0.0070 
    0.5656     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.5659     0.0000     0.6931     0.0000     0.2744     0.0048     0.0089 
    0.5662     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5665     0.0000     0.6931     0.0000     0.2744     0.0045     0.0086 
    0.5669     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5672     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5675     0.0000     0.6931     0.0000     0.0956     0.0055     0.0082 
    0.5678     0.0000     0.0000     0.0000     0.3840     0.0046     0.0088 
    0.5682     0.0000     0.6931     0.0000     0.2948     0.0047     0.0081 
    0.5685     0.0000     0.6931     0.0000     0.2744     0.0050     0.0084 
    0.5688     0.0000     0.6931     0.0000     0.3403     0.0050     0.0091 
    0.5691     0.0000     0.6931     0.0000     0.2948     0.0055     0.0090 
    0.5695     0.0000     0.6931     0.0000     0.2744     0.0047     0.0081 
    0.5698     0.0000     0.0000     0.0000     0.3840     0.0055     0.0089 
    0.5701     0.0000     0.6931     0.0000     0.2948     0.0055     0.0090 
    0.5704     0.0000     0.2158     0.0000     0.2158     0.0052     0.0072 
    0.5708     0.0000     0.6931     0.0000     0.2948     0.0054     0.0088 
    0.5711     0.0000     0.6931     0.0000     0.0956     0.0045     0.0072 
    0.5714     0.0000     0.0000     0.0000     0.3840     0.0062     0.0096 
    0.5717     0.0000     0.6931     0.0000     0.2744     0.0048     0.0083 
    0.5721     0.0000     0.0000     0.0000     0.4159     0.0048     0.0089 
    0.5724     0.0000     0.0000     0.0000     0.3840     0.0045     0.0079 
    0.5727     0.0000     0.6931     0.0000     0.3216     0.0049     0.0084 
    0.5730     0.0000     0.0000     0.0000     0.2948     0.0046     0.0066 
    0.5734     0.0000     0.6931     0.0000     0.2948     0.0048     0.0082 
    0.5737     0.6931     0.6931     0.0000     0.2744     0.0049     0.0090 
    0.5740     0.6931     0.6931     0.0000     0.2948     0.0047     0.0088 
    0.5743     0.0000     0.2158     0.0000     0.2948     0.0045     0.0072 
    0.5747     0.0000     0.6931     0.0000     0.2948     0.0049     0.0090 
    0.5750     0.0000     0.6931     0.0000     0.2948     0.0045     0.0079 
    0.5753     0.0000     0.6931     0.0000     0.2158     0.0049     0.0083 
    0.5756     0.0000     0.6931     0.0000     0.2158     0.0054     0.0088 
    0.5760     0.0000     0.6931     0.0000     0.2158     0.0056     0.0090 
    0.5763     0.0000     0.2158     0.0000     0.3403     0.0048     0.0089 
    0.5766     0.0000     0.6931     0.0000     0.2744     0.0054     0.0088 
    0.5769     0.0000     0.6931     0.0000     0.2744     0.0047     0.0081 
    0.5773     0.0000     0.6931     0.0000     0.2158     0.0054     0.0088 
    0.5776     0.0000     0.6931     0.0000     0.2744     0.0048     0.0089 
    0.5779     0.0000     0.6931     0.0000     0.3183     0.0048     0.0089 
    0.5782     0.0000     0.6931     0.0000     0.3183     0.0048     0.0090 
    0.5786     0.0000     0.6931     0.0000     0.2948     0.0054     0.0088 
    0.5789     0.0000     0.6931     0.0000     0.2948     0.0054     0.0088 
    0.5792     0.0000     0.2158     0.0000     0.3183     0.0047     0.0088 
    0.5795     0.0000     0.6931     0.0000     0.2158     0.0048     0.0083 
    0.5799     0.0000     0.6931     0.0000     0.2158     0.0047     0.0082 
    0.5802     0.0000     0.6931     0.0000     0.1438     0.0048     0.0077 
    0.5805     0.0000     0.6931     0.0000     0.0956     0.0055     0.0082 
    0.5808     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.5812     0.0000     0.6931     0.0000     0.3840     0.0047     0.0088 
    0.5815     0.6931     0.0000     0.0000     0.3840     0.0055     0.0096 
    0.5818     0.0000     0.6931     0.0000     0.3403     0.0055     0.0089 
    0.5821     0.0000     0.6931     0.0000     0.3403     0.0050     0.0091 
    0.5825     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5828     0.0000     0.6931     0.0000     0.2744     0.0050     0.0084 
    0.5831     0.0000     0.2158     0.0000     0.2744     0.0055     0.0082 
    0.5834     0.0000     0.6931     0.0000     0.2744     0.0050     0.0084 
    0.5838     0.6931     0.6931     0.0000     0.2158     0.0047     0.0081 
    0.5841     0.0000     0.6931     0.0000     0.2744     0.0048     0.0090 
    0.5844     0.0000     0.6931     0.0000     0.2158     0.0049     0.0084 
    0.5847     0.0000     0.6931     0.0000     0.0956     0.0047     0.0074 
    0.5850     0.0000     0.2158     0.0000     0.2744     0.0045     0.0080 
    0.5854     0.0000     0.6931     0.0000     0.2744     0.0055     0.0090 
    0.5857     0.0000     0.6931     0.0000     0.2744     0.0054     0.0088 
    0.5860     0.0000     0.6931     0.0000     0.2744     0.0054     0.0088 
    0.5863     0.0000     0.6931     0.0000     0.2744     0.0047     0.0082 
    0.5867     0.6931     0.6931     0.0000     0.2158     0.0055     0.0082 
    0.5870     0.6931     0.6931     0.0000     0.2744     0.0050     0.0084 
    0.5873     0.0000     0.6931     0.0000     0.2744     0.0048     0.0082 
    0.5876     0.0000     0.6931     0.0000     0.2158     0.0061     0.0088 
    0.5880     0.0000     0.6931     0.0000     0.2744     0.0046     0.0080 
    0.5883     0.0000     0.0000     0.0000     0.3403     0.0048     0.0082 
    0.5886     0.0000     0.6931     0.0000     0.2744     0.0054     0.0088 
    0.5889     0.0000     0.6931     0.0000     0.2158     0.0048     0.0076 
    0.5893     0.0000     0.2158     0.0000     0.2744     0.0050     0.0084 
    0.5896     0.0000     0.6931     0.0000     0.2158     0.0046     0.0073 
    0.5899     0.0000     0.6931     0.0000     0.2158     0.0053     0.0080 
    0.5902     0.0000     0.6931     0.0000     0.2158     0.0054     0.0082 
    0.5906     0.0000     0.6931     0.0000     0.3183     0.0047     0.0088 
    0.5909     0.0000     0.6931     0.0000     0.2158     0.0053     0.0080 
    0.5912     0.0000     0.6931     0.0000     0.2744     0.0046     0.0080 
    0.5915     0.0000     0.6931     0.0000     0.2158     0.0046     0.0074 
    0.5919     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.5922     0.0000     0.6931     0.0000     0.3403     0.0048     0.0082 
    0.5925     0.0000     0.6931     0.0000     0.2744     0.0048     0.0082 
    0.5928     0.0000     0.0000     0.0000     0.3840     0.0045     0.0079 
    0.5932     0.0000     0.6931     0.0000     0.1639     0.0047     0.0075 
    0.5935     0.0000     0.6931     0.0000     0.3403     0.0046     0.0080 
    0.5938     0.0000     0.6931     0.0000     0.2158     0.0047     0.0082 
    0.5941     0.0000     0.2158     0.0000     0.2744     0.0045     0.0079 
    0.5945     0.0000     0.6931     0.0000     0.3403     0.0054     0.0088 
    0.5948     0.0000     0.6931     0.0000     0.2744     0.0048     0.0082 
    0.5951     0.0000     0.6931     0.0000     0.2744     0.0047     0.0082 
    0.5954     0.0000     0.6931     0.0000     0.2744     0.0048     0.0082 
    0.5958     0.0000     0.6931     0.0000     0.3403     0.0046     0.0080 
    0.5961     0.0000     0.2158     0.0000     0.2744     0.0046     0.0080 
    0.5964     0.0000     0.6931     0.0000     0.2158     0.0047     0.0074 
    0.5967     0.0000     0.6931     0.0000     0.2158     0.0046     0.0074 
    0.5971     0.0000     0.6931     0.0000     0.2158     0.0047     0.0082 
    0.5974     0.0000     0.6931     0.0000     0.1639     0.0048     0.0076 
    0.5977     0.0000     0.2158     0.0000     0.2744     0.0047     0.0081 
    0.5980     0.0000     0.6931     0.0000     0.2158     0.0057     0.0084 
    0.5984     0.0000     0.6931     0.0000     0.2158     0.0061     0.0088 
    0.5987     0.0000     0.6931     0.0000     0.2744     0.0048     0.0082 
    0.5990     0.0000     0.6931     0.0000     0.2158     0.0050     0.0077 
    0.5993     0.0000     0.6931     0.0000     0.2744     0.0047     0.0082 
    0.5997     0.0000     0.6931     0.0000     0.2744     0.0048     0.0082 
    0.6000     0.0000     0.6931     0.0000     0.2158     0.0054     0.0081 
    0.6003     0.0000     0.0000     0.0000     0.2948     0.0054     0.0081 
    0.6006     0.0000     0.6931     0.0000     0.1639     0.0046     0.0074 
    0.6010     0.0000     0.2158     0.0000     0.2158     0.0044     0.0072 
    0.6013     0.0000     0.6931     0.0000     0.2158     0.0052     0.0079 
    0.6016     0.0000     0.0000     0.0000     0.2948     0.0045     0.0073 
    0.6019     0.0000     0.6931     0.0000     0.2948     0.0046     0.0073 
    0.6023     0.0000     0.0000     0.0000     0.3466     0.0047     0.0075 
    0.6026     0.0000     0.6931     0.0000     0.3403     0.0054     0.0088 
    0.6029     0.0000     0.6931     0.0000     0.2948     0.0054     0.0081 
    0.6032     0.0000     0.0000     0.0000     0.2948     0.0054     0.0082 
    0.6036     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.6039     0.0000     0.2158     0.0000     0.1639     0.0047     0.0076 
    0.6042     0.0000     0.0000     0.0000     0.3466     0.0043     0.0071 
    0.6045     0.0000     0.6931     0.0000     0.2948     0.0047     0.0074 
    0.6049     0.0000     0.6931     0.0000     0.2948     0.0046     0.0074 
    0.6052     0.0000     0.6931     0.0000     0.3403     0.0047     0.0081 
    0.6055     0.0000     0.6931     0.0000     0.2948     0.0047     0.0074 
    0.6058     0.0000     0.6931     0.0000     0.2948     0.0045     0.0072 
    0.6062     0.0000     0.0000     0.0000     0.2948     0.0045     0.0073 
    0.6065     0.0000     0.6931     0.0000     0.2158     0.0054     0.0081 
    0.6068     0.0000     0.6931     0.0000     0.2948     0.0055     0.0082 
    0.6071     0.0000     0.6931     0.0000     0.2948     0.0055     0.0082 
    0.6075     0.0000     0.6931     0.0000     0.2948     0.0047     0.0074 
    0.6078     0.0000     0.6931     0.0000     0.2948     0.0054     0.0081 
    0.6081     0.0000     0.6931     0.0000     0.2948     0.0048     0.0075 
    0.6084     0.0000     0.6931     0.0000     0.2948     0.0054     0.0081 
    0.6088     0.0000     0.6931     0.0000     0.2550     0.0054     0.0082 
    0.6091     0.0000     0.6931     0.0000     0.2948     0.0057     0.0084 
    0.6094     0.0000     0.6931     0.0000     0.3403     0.0047     0.0081 
    0.6097     0.0000     0.0000     0.0000     0.3466     0.0054     0.0081 
    0.6101     0.0000     0.6931     0.0000     0.2948     0.0054     0.0082 
    0.6104     0.0000     0.6931     0.0000     0.2550     0.0054     0.0082 
    0.6107     0.0000     0.6931     0.0000     0.2948     0.0045     0.0072 
    0.6110     0.0000     0.6931     0.0000     0.1639     0.0054     0.0075 
    0.6114     0.0000     0.6931     0.0000     0.2550     0.0045     0.0073 
    0.6117     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.6120     0.0000     0.0000     0.0000     0.3466     0.0046     0.0074 
    0.6123     0.0000     0.6931     0.0000     0.2948     0.0046     0.0074 
    0.6127     0.0000     0.6931     0.0000     0.2948     0.0046     0.0074 
    0.6130     0.0000     0.6931     0.0000     0.2158     0.0054     0.0075 
    0.6133     0.0000     0.6931     0.0000     0.2744     0.0061     0.0088 
    0.6136     0.0000     0.6931     0.0000     0.2158     0.0047     0.0068 
    0.6140     0.0000     0.6931     0.0000     0.1639     0.0045     0.0066 
    0.6143     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6146     0.0000     0.0000     0.0000     0.2550     0.0053     0.0074 
    0.6149     0.0000     0.6931     0.0000     0.3403     0.0045     0.0079 
    0.6153     0.0000     0.6931     0.0000     0.2744     0.0048     0.0076 
    0.6156     0.0000     0.6931     0.0000     0.2744     0.0054     0.0082 
    0.6159     0.0000     0.6931     0.0000     0.2158     0.0064     0.0084 
    0.6162     0.0000     0.0000     0.0000     0.1639     0.0049     0.0070 
    0.6166     0.0000     0.0000     0.0000     0.3403     0.0055     0.0082 
    0.6169     0.0000     0.0000     0.0000     0.3403     0.0061     0.0088 
    0.6172     0.0000     0.0000     0.0000     0.2158     0.0050     0.0070 
    0.6175     0.0000     0.6931     0.0000     0.2744     0.0046     0.0073 
    0.6179     0.0000     0.6931     0.0000     0.2158     0.0048     0.0068 
    0.6182     0.0000     0.6931     0.0000     0.2158     0.0054     0.0075 
    0.6185     0.0000     0.6931     0.0000     0.2744     0.0046     0.0073 
    0.6188     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6192     0.0000     0.6931     0.0000     0.2744     0.0048     0.0076 
    0.6195     0.0000     0.6931     0.0000     0.2158     0.0054     0.0074 
    0.6198     0.0000     0.0000     0.0000     0.2948     0.0047     0.0068 
    0.6201     0.0000     0.0000     0.0000     0.3403     0.0050     0.0077 
    0.6205     0.0000     0.0000     0.0000     0.3403     0.0050     0.0077 
    0.6208     0.0000     0.0000     0.0000     0.3403     0.0048     0.0075 
    0.6211     0.0000     0.0000     0.0000     0.3403     0.0049     0.0077 
    0.6214     0.0000     0.6931     0.0000     0.2744     0.0050     0.0077 
    0.6218     0.0000     0.6931     0.0000     0.2744     0.0050     0.0077 
    0.6221     0.0000     0.6931     0.0000     0.2744     0.0047     0.0074 
    0.6224     0.0000     0.6931     0.0000     0.2744     0.0048     0.0075 
    0.6227     0.0000     0.6931     0.0000     0.1639     0.0050     0.0072 
    0.6231     0.0000     0.6931     0.0000     0.2744     0.0055     0.0082 
    0.6234     0.0000     0.6931     0.0000     0.2744     0.0048     0.0075 
    0.6237     0.0000     0.6931     0.0000     0.2744     0.0048     0.0075 
    0.6240     0.0000     0.6931     0.0000     0.2744     0.0048     0.0075 
    0.6244     0.0000     0.6931     0.0000     0.2744     0.0048     0.0075 
    0.6247     0.0000     0.6931     0.0000     0.1639     0.0048     0.0068 
    0.6250     0.0000     0.6931     0.0000     0.3403     0.0048     0.0082 
    0.6253     0.0000     0.0000     0.0000     0.3466     0.0051     0.0078 
